"intStatusID","intProjectID","memStatus","datUpdate"
1180,99,"Province returned application - not  accepting applicationsuntil after Federal Harbour   Divestiture program completed   ","6/23/1999"
1181,99,"waiting for instruction from SCHB  regarding application for OIC reserve as interim   measure until BC Lands deals with TAC's    ","10/14/1998"
1182,99,"Application to BC Lands for OIC  reserve submitted Oct/98    ","11/25/1998"
1183,99,"Province returned application  requesting further details of application  area. ","1/26/1999"
1184,99,"Province returned  application - not accepting applications until  after Federal Harbour Divestiture program  completed   ","9/29/1999"
1185,99,"PWaiting instruction from  SCHB for application area for expansion of  breakwater   ","9/29/1999"
1186,99,"Application for map reserve  submitted to BC Lands as interim measure       ","11/1/1999"
1187,99,"BC Lands not processing federal  applications at this time although they are  processing application for floating breakwater in   process   ","1/13/2000"
1188,99,"BC Assets waiting for referral  letters from DFO and Coast Guard before they will   process application -   ","3/6/2000"
1189,99,"bc lANDS GAVE A VERBAL APPROVAL   TO GO AHEAD AND INSTALL THE FLOATING BREAKWATER  AND THEY WOULD FOLLOW UP WITH THE GRANTING OF SOME  FORM OF TENURE   ","8/24/2000"
1190,99,"FILE PASSED TO A.W.  AWAITING   SIGNED SSA.   ","9/5/2000"
1191,99,"FILE PASSED TO A.W.  SSA  signed.   ","9/6/2000"
1192,99,"FILE PASSED TO A.W.  SSA  signed and input into system.   ","9/8/2000"
1193,99,"Contacted Sean Herbert, BCAL who  advised that the amendment application for the  breakwater site has been signed off by the - being  put into the system.   ","10/4/2000"
1194,99,"Awaiting tenure to be granted  from Province (Section 16 Map reserve).   ","10/10/2000"
1195,99,"Received Section 16 map reserve  from BCALC effective July 27, 2000 in favour of  PWGSC, subject to certain conditions.   ","10/30/2000"
1196,99,"Received letter from SH, BCAL   advising we need to address commercial use issues.  Forwarded to SCHB for review and comment.   ","2/14/2001"
1197,99,"Reviewing contents of letter from   BCAL dated March 12, 2001 addresses concerns over   commercial moorage..   ","4/2/2001"
1198,99,"Awaiting instructions from SCHB  re BCAL concerns over commercial moorage.   ","8/7/2001"
1199,99,"Did PWGSC's letter (drafted in   ","10/23/2001"
1200,99,"DT decision to leave 'as is'  since no further correspondence from BCALC on  moorage issues.   ","4/29/2001"
1201,99,"Breakwater is the subject of discussions between Harbour Authority, SCHB and Province due to an encroaching ship hull. ","4/8/2002"
1202,100,"Bill Hubbard said we should  establish aorder-in-council reserve and in the  interim, a map reserve.  He will send forms to  me.  Told Brian Dane the same.    ","9/23/1998"
1203,100,"Mailed workplan, SSA, application  for OIC Reserve to Brian Dane and cc to John  Downing.    ","9/30/1998"
1204,100,"received e-mail from John Downing that  they are in agreement with obtaining an OIC  reserve with an interim map reserve.  Also, he  requested that in my letter to BC Lands that I  state that it is still our intention to apply for  a TAC shoulthey resume ","10/7/1998"
1205,100,"SSA signed and workplan approved by  John Downing.  John told me to go ahead and send   the letter and application for OIC Reserve to the  province.    ","10/21/1998"
1206,100,"Sent application to BC Lands on Oct.  27/98.  capplication to Brian Dane and Harpreet  Gill.    ","11/4/1998"
1207,100,"Called Bill Hubbard who confirmed that  he received application and that the map reserve   has been established.    ","12/10/1998"
1208,100,"Map reserve established.  Still  seeking an OIreserve, and ultimately a TAC.     ","1/29/1999"
1209,100,"Sent follow up letter to Bill Hubbard   asking for status of TAC.    ","4/12/1999"
1210,100,"Letter to Bill Hubbard asking TAC sent  in April.  Next reminder letter will be sent in  ","5/31/1999"
1211,100,"Continue to monitor on as required  basis.   ","8/5/1999"
1212,100,"Reminder letter to BCALC is  sent today.   ","9/28/1999"
1213,100,"Reminder letter sent to BCALC  today.   ","1/25/2000"
1214,100,"There is no funding for this  project for year 2000-2001   ","9/6/2000"
1215,100,"Project funded by project #  699200.   ","10/5/2000"
1216,100,"Request to BCALC on status of  project sent.   ","4/3/2001"
1217,100,"Enquiry to BCALC on status  made but have not heard back yet.   ","11/22/2001"
1218,100,"Enquiry made to BCALC as to  status of project.   ","2/14/2002"
1219,100,"Waiting for LWBC to give status on  project.   ","5/7/2002"
1220,100,"LWBC confirmed that they have our  application and they are still not issuing TAC at   this time.  A letter was sent today to follow up  on that. ","5/8/2002"
1221,101,"NEW PROJECT.  Awaiting SSA.    ","12/9/1998"
1222,101,"NEW PROJECT. Assigned to T. Wan.   Prepare TAC application for review by SCHB and  submit to BC Lands.    ","12/16/1998"
1223,101,"NEW PROJECT. Assigned to T. Wan.   Prepare TAC application for review by SCHB and  submit to BC Lands.le    ","1/29/1999"
1224,101,"Pentti Lepannen at BCALC doesn't  foresee a problem with with a TAC.  Letter to  Leppannen sent to D. Thorne and H. Gill for review  ","1/29/1999"
1225,101,"Pentti Lepannen at BCALC doesn't  foresee a problem with obtaining a TAC.  Letter to  Leppannen sent to D. Thorne and H. Gill for review  ","1/13/1999"
1226,101,"Letter sent today to BCALC seeking a  TAC    ","1/13/1999"
1227,101,"Received letter from BCALC that a TAC   has been approved.    ","5/7/1999"
1228,101,"Sent letter to SCH to request 16(3)  delegation.    ","5/10/1999"
1229,101,"Received approval for TAC from Prov.    Survey and retrocession need be done prior to  issuance of TAC on new area.    ","5/31/1999"
1230,101,"TAC approved from Prov.  Need new  survey and retrocession of Bl. A prior to issuance  of TAC    ","5/31/1999"
1231,101,"If CEAA applies, needs review.  TIS  with DOJ.  Requires review by SCH in September 99.    ","7/5/1999"
1232,101,"A surveyor has been hired to   survey the new larger area.  Province reviewed  draft TAC.  Surveyor's  $5500  and Wally's $200  fee have not been paid yet.    ","9/29/1999"
1233,101,"A TAC to return Block A , DL  1570 and to receive TAC over the larger area,  Block C of DL 1160, 1570 has been signed  by PWGSC   and Justice. a  nd sent to  the Province so that   they can issue a new OIC for the TAC.  ","11/1/1999"
1234,101,"BCALC confirmed that they  instructed the Surveyors General's office to give   out intructions to Basette to do the work.   Basette had done the survey alrea dy but the  person answering the phone does not know whether  it's complete or not.  Asked Basett","2/14/2000"
1235,101,"BBazett confirmed that they  received instructions from the Surveyor General's   office and will forward plan to us within the next  2 weeks.   ","2/24/2000"
1236,101,"Bazett confirmed that they  received instructions from the Surveyor General's   office and will forward plan to us within the next  2 weeks.   ","2/24/2000"
1237,101,"BCALC has all the documents  required.  They are working on getting us the OIC   Reserve.  It is, however, not expected to be  completed before Jan. 2001.   ","9/6/2000"
1238,101,"Talked to BCALC and they are  just starting to process the OIC.  They had a few   questions and answers were provided to them.   ","1/23/2001"
1239,101,"Request to BCALC on status of  project sent.   ","4/3/2001"
1240,101,"Made enquiry with BCACL but  have not heard back.  Likely to complete in few  months and require additional $500.   ","11/22/2001"
1241,101,"Heard from BCALC that the  whole OIC policy is under review.  All OIC's in  progress are on hold.  They hope to hear more by  end of Jan. 2002.   ","12/18/2001"
1242,101,"Email sent to BCALC enquiry  status of OIC sent to Victoria for approval on  ","2/14/2002"
1243,101,"TAC approved.  Waiting for LWBC to  send OIC and request for payment.   ","2/12/2002"
1244,101,"OIC by Province has error.  Waiting  for DFO to concur clauses in OIC. ","5/27/2002"
1245,102,"Preparing workplan for 98/99.    ","12/22/1998"
1246,102,"SSA signed, worplan 98/99 being  prepared.    ","1/19/1999"
1247,102,"Workplan being prepared.    ","1/25/1999"
1248,102,"Workplan for 98/99 completed and  forwarded to SCHB for review.     ","1/26/1999"
1249,102,"Discuss whether TAC application should  be resubmitted. Discuss negotiations required with  District re Block B.    ","6/28/1999"
1250,102,"Brian advised negotiate lic. agreement  with District of CR for Block B. Block C must  remain within OIC. Consult with BCAL to amend  draft OIC.    ","7/5/1999"
1251,102,"Preparing draft of tripartite license   agreement in favour of District of Campbell River   for Block B.   ","8/5/1999"
1252,102,"Tripartite license agreement  drafted and ready for SCHB review.   ","12/2/1999"
1253,102,"Awaiting review of draft  Tripartite license agreement by SCHB.   ","3/6/2000"
1254,102,"NO ACTIVE SSA.  Awaiting  review of draft Tripartite license agreement by  SCHB.   ","9/5/2000"
1255,102,"NO ACTIVE SSA.  Awaiting review   of draft Tripartite license agreement by SCHB.   Levi to check with Mike.   ","10/3/2000"
1256,102," Awaiting review of draft  Tripartite license agreement by SCHB.  Levi to  check with Mike.   ","4/2/2001"
1257,102,"Levi to check with Mike as to  status (License to District?).   ","8/7/2001"
1258,102,"PROJECT ON HOLD. SCHB to clalrify District request for license.   ","11/29/2001"
1259,102,"PROJECT ON HOLD. SCHB to clalrify District's request for license. ","4/8/2002"
1260,103,"Survey being confirmed at  SG-application in approval process    ","4/14/1999"
1261,103,"survey plans at SG - OIC being  processed at BC Lands ","6/23/1999"
1262,103,"Survey being  confirmed at SG-application in approval  process ","4/14/1999"
1263,103,"survey plans at SG for   approval - OIC being processed at BC Lands - house  has been built on property in interim   ","11/2/1999"
1264,103,"File transferred to A.  Weatherbe.  Charge FY time to 846102.   ","8/24/2000"
1265,103,"Survey plan of lot 7259, Cassiar  District was confirmed on May 31, 1999.   ","8/30/2000"
1266,103,"TIS Sheet prepared and  forwarded to DOJ to prepare transfer instrument.   ","9/11/2000"
1267,103,"Applied to Province for  contaminated site information.   ","10/27/2000"
1268,103,"Province have indicated no  records on this file exist. Environmental  assessment passed to PWGSC/ES for comment.   ","11/6/2000"
1269,103,"PWGSC Environmental Services  have provided an opinion on the environmental  condition of the property.  Nil concerns.   ","11/16/2000"
1270,103,"Acceptance of Administration  and Control of the property from the Province was   signed on behalf of SolGen for Canada and  forwarded to DOJ for countersig. ","11/20/2000"
1271,104,"Documents at DOJ    ","4/14/1999"
1272,104,"Closing 99/05/14    ","5/7/1999"
1273,104,"Transfer complete ","6/23/1999"
1274,104,"  Documents at DOJ ","4/14/1999"
1275,105,"the 2 identified lots were priced  above market.Now RCMP considering Customs lot will  likely complete in 99/00. Costs of $500 charged  against 845702 ","2/25/1999"
1276,106,"Documents with DOJ. Vendors will lease property to June 30, 1999. Lease charges deduced from sale price","2/25/1999"
1277,107,"Map reserve obtained.  Project closed.","5/18/1999"
1278,108,"Transaction completing April 15    ","4/14/1999"
1279,108,"Project complete ","5/7/1999"
1280,108,"  Transaction completing April 15 ","4/14/1999"
1281,109,"Update requested from BC Lands 03/99 -  no response     ","6/23/1999"
1282,109,"Continue to monitor. ","7/5/1999"
1283,109,"No response from last correspondense in  ","9/29/1999"
1284,109,"No response from BC Lands  regarding this application   ","3/13/2000"
1285,109,"Funded from project 699200. No  response from BC Lands regarding this application   ","10/4/2000"
1286,109,"Awaiting response from BCAL as to   status of application.   ","4/2/2001"
1287,109,"Follow up to be done with  Province semi-annually.   ","11/19/2001"
1289,109,"Follow up done with Province 2002-05-15 on TAC application. ","5/15/2002"
1290,110,"File in abeyance    ","5/7/1999"
1291,110,"File in abeyance as per instructions from SCHB     ","6/23/1999"
1292,110,"File closed pending further instructions from SCHB.","7/5/1999"
1293,154,"Lawyer acting on behalf of the   Legion has not contacted us since we advised them   in May, 1997 that a term of 40 years will be  granted.  (They would like the easement be granted  in perpetuity.)","11/3/1999"
1294,155,"Offer of $173,000 given to Tom Hume at  BC Hydro.  Awaiting for his reply.   ","7/9/1999"
1295,155,"RCMP have agreed to buy house   non-conforming.   ","9/1/1999"
1296,155,"Closing date for house  purchase is Sept. 15/99. ","9/1/1999"
1297,156,"Offer to sell accepted by PWGSC  99-06-29. ","6/16/1999"
1298,157,"amending agreement at DOJ ","7/16/1999"
1299,157,"waiting for comments on draft agreemenr  from District of Summerland   ","8/23/1999"
